Violation Precinct,Issue Date,count,day,month,year,dayofweek
52,2014-04-10,121,10,4,2014,3
52,2014-04-11,105,11,4,2014,4
52,2014-04-12,94,12,4,2014,5
52,2014-04-13,45,13,4,2014,6
52,2014-04-14,115,14,4,2014,0
52,2014-04-15,118,15,4,2014,1
52,2014-04-16,105,16,4,2014,2
52,2014-04-17,120,17,4,2014,3
52,2014-04-18,85,18,4,2014,4
52,2014-04-19,109,19,4,2014,5
52,2014-04-20,53,20,4,2014,6
52,2014-04-21,103,21,4,2014,0
52,2014-04-22,119,22,4,2014,1
52,2014-04-23,136,23,4,2014,2
52,2014-04-24,109,24,4,2014,3
52,2014-04-25,99,25,4,2014,4
52,2014-04-26,86,26,4,2014,5
52,2014-04-27,58,27,4,2014,6
52,2014-04-28,128,28,4,2014,0
52,2014-04-29,143,29,4,2014,1
52,2014-04-30,95,30,4,2014,2
52,2014-05-01,173,1,5,2014,3
52,2014-05-02,173,2,5,2014,4
52,2014-05-03,140,3,5,2014,5
52,2014-05-04,104,4,5,2014,6
52,2014-05-05,148,5,5,2014,0
52,2014-05-06,146,6,5,2014,1
52,2014-05-07,116,7,5,2014,2
52,2014-05-08,106,8,5,2014,3
52,2014-05-09,135,9,5,2014,4
52,2014-05-10,85,10,5,2014,5
52,2014-05-11,38,11,5,2014,6
52,2014-05-12,97,12,5,2014,0
52,2014-05-13,89,13,5,2014,1
52,2014-05-14,133,14,5,2014,2
52,2014-05-15,95,15,5,2014,3
52,2014-05-16,94,16,5,2014,4
52,2014-05-17,71,17,5,2014,5
52,2014-05-18,40,18,5,2014,6
52,2014-05-19,120,19,5,2014,0
52,2014-05-20,121,20,5,2014,1
52,2014-05-21,99,21,5,2014,2
52,2014-05-22,102,22,5,2014,3
52,2014-05-23,112,23,5,2014,4
52,2014-05-24,68,24,5,2014,5
52,2014-05-25,24,25,5,2014,6
52,2014-05-26,11,26,5,2014,0
52,2014-05-27,109,27,5,2014,1
52,2014-05-28,126,28,5,2014,2
52,2014-05-29,114,29,5,2014,3
52,2014-05-30,89,30,5,2014,4
52,2014-05-31,94,31,5,2014,5
52,2014-06-01,91,1,6,2014,6
52,2014-06-02,149,2,6,2014,0
52,2014-06-03,112,3,6,2014,1
52,2014-06-04,121,4,6,2014,2
52,2014-06-05,94,5,6,2014,3
52,2014-06-06,88,6,6,2014,4
52,2014-06-07,75,7,6,2014,5
52,2014-06-08,36,8,6,2014,6
52,2014-06-09,80,9,6,2014,0
52,2014-06-10,177,10,6,2014,1
52,2014-06-11,159,11,6,2014,2
52,2014-06-12,116,12,6,2014,3
52,2014-06-13,88,13,6,2014,4
52,2014-06-14,67,14,6,2014,5
52,2014-06-15,40,15,6,2014,6
52,2014-06-16,114,16,6,2014,0
52,2014-06-17,124,17,6,2014,1
52,2014-06-18,131,18,6,2014,2
52,2014-06-19,146,19,6,2014,3
52,2014-06-20,117,20,6,2014,4
52,2014-06-21,67,21,6,2014,5
52,2014-06-22,31,22,6,2014,6
52,2014-06-23,108,23,6,2014,0
52,2014-06-24,91,24,6,2014,1
52,2014-06-25,129,25,6,2014,2
52,2014-06-26,116,26,6,2014,3
52,2014-06-27,79,27,6,2014,4
52,2014-06-28,79,28,6,2014,5
52,2014-06-29,58,29,6,2014,6
52,2014-06-30,105,30,6,2014,0
52,2014-07-01,144,1,7,2014,1
52,2014-07-02,113,2,7,2014,2
52,2014-07-03,141,3,7,2014,3
52,2014-07-04,58,4,7,2014,4
52,2014-07-05,52,5,7,2014,5
52,2014-07-06,36,6,7,2014,6
52,2014-07-07,119,7,7,2014,0
52,2014-07-08,103,8,7,2014,1
52,2014-07-09,106,9,7,2014,2
52,2014-07-10,124,10,7,2014,3
52,2014-07-11,69,11,7,2014,4
52,2014-07-12,62,12,7,2014,5
52,2014-07-13,39,13,7,2014,6
52,2014-07-14,106,14,7,2014,0
52,2014-07-15,102,15,7,2014,1
52,2014-07-16,117,16,7,2014,2
52,2014-07-17,83,17,7,2014,3
52,2014-07-18,97,18,7,2014,4
52,2014-07-19,67,19,7,2014,5
52,2014-07-20,19,20,7,2014,6
52,2014-07-21,93,21,7,2014,0
52,2014-07-22,111,22,7,2014,1
52,2014-07-23,96,23,7,2014,2
52,2014-07-24,135,24,7,2014,3
52,2014-07-25,121,25,7,2014,4
52,2014-07-26,79,26,7,2014,5
52,2014-07-27,78,27,7,2014,6
52,2014-07-28,123,28,7,2014,0
52,2014-07-29,155,29,7,2014,1
52,2014-07-30,154,30,7,2014,2
52,2014-07-31,160,31,7,2014,3
52,2014-08-01,128,1,8,2014,4
52,2014-08-02,73,2,8,2014,5
52,2014-08-03,64,3,8,2014,6
52,2014-08-04,121,4,8,2014,0
52,2014-08-05,113,5,8,2014,1
52,2014-08-06,148,6,8,2014,2
52,2014-08-07,126,7,8,2014,3
52,2014-08-08,130,8,8,2014,4
52,2014-08-09,73,9,8,2014,5
52,2014-08-10,29,10,8,2014,6
52,2014-08-11,115,11,8,2014,0
52,2014-08-12,109,12,8,2014,1
52,2014-08-13,99,13,8,2014,2
52,2014-08-14,126,14,8,2014,3
52,2014-08-15,101,15,8,2014,4
52,2014-08-16,40,16,8,2014,5
52,2014-08-17,30,17,8,2014,6
52,2014-08-18,169,18,8,2014,0
52,2014-08-19,113,19,8,2014,1
52,2014-08-20,123,20,8,2014,2
52,2014-08-21,171,21,8,2014,3
52,2014-08-22,109,22,8,2014,4
52,2014-08-23,73,23,8,2014,5
52,2014-08-24,89,24,8,2014,6
52,2014-08-25,148,25,8,2014,0
52,2014-08-26,198,26,8,2014,1
52,2014-08-27,168,27,8,2014,2
52,2014-08-28,222,28,8,2014,3
52,2014-08-29,152,29,8,2014,4
52,2014-08-30,105,30,8,2014,5
52,2014-08-31,93,31,8,2014,6
52,2014-09-01,99,1,9,2014,0
52,2014-09-02,226,2,9,2014,1
52,2014-09-03,149,3,9,2014,2
52,2014-09-04,163,4,9,2014,3
52,2014-09-05,131,5,9,2014,4
52,2014-09-06,91,6,9,2014,5
52,2014-09-07,27,7,9,2014,6
52,2014-09-08,167,8,9,2014,0
52,2014-09-09,124,9,9,2014,1
52,2014-09-10,131,10,9,2014,2
52,2014-09-11,184,11,9,2014,3
52,2014-09-12,124,12,9,2014,4
52,2014-09-13,91,13,9,2014,5
52,2014-09-14,35,14,9,2014,6
52,2014-09-15,200,15,9,2014,0
52,2014-09-16,186,16,9,2014,1
52,2014-09-17,205,17,9,2014,2
52,2014-09-18,220,18,9,2014,3
52,2014-09-19,144,19,9,2014,4
52,2014-09-20,91,20,9,2014,5
52,2014-09-21,27,21,9,2014,6
52,2014-09-22,154,22,9,2014,0
52,2014-09-23,143,23,9,2014,1
52,2014-09-24,171,24,9,2014,2
52,2014-09-25,131,25,9,2014,3
52,2014-09-26,164,26,9,2014,4
52,2014-09-27,140,27,9,2014,5
52,2014-09-28,149,28,9,2014,6
52,2014-09-29,264,29,9,2014,0
52,2014-09-30,295,30,9,2014,1
52,2014-10-01,194,1,10,2014,2
52,2014-10-02,210,2,10,2014,3
52,2014-10-03,221,3,10,2014,4
52,2014-10-04,69,4,10,2014,5
52,2014-10-05,64,5,10,2014,6
52,2014-10-06,160,6,10,2014,0
52,2014-10-07,138,7,10,2014,1
52,2014-10-08,163,8,10,2014,2
52,2014-10-09,174,9,10,2014,3
52,2014-10-10,135,10,10,2014,4
52,2014-10-11,87,11,10,2014,5
52,2014-10-12,73,12,10,2014,6
52,2014-10-13,113,13,10,2014,0
52,2014-10-14,184,14,10,2014,1
52,2014-10-15,158,15,10,2014,2
52,2014-10-16,156,16,10,2014,3
52,2014-10-17,119,17,10,2014,4
52,2014-10-18,87,18,10,2014,5
52,2014-10-19,52,19,10,2014,6
52,2014-10-20,157,20,10,2014,0
52,2014-10-21,156,21,10,2014,1
52,2014-10-22,119,22,10,2014,2
52,2014-10-23,127,23,10,2014,3
52,2014-10-24,119,24,10,2014,4
52,2014-10-25,58,25,10,2014,5
52,2014-10-26,52,26,10,2014,6
52,2014-10-27,138,27,10,2014,0
52,2014-10-28,144,28,10,2014,1
52,2014-10-29,132,29,10,2014,2
52,2014-10-30,164,30,10,2014,3
52,2014-10-31,128,31,10,2014,4
52,2014-11-01,63,1,11,2014,5
52,2014-11-02,75,2,11,2014,6
52,2014-11-03,194,3,11,2014,0
52,2014-11-04,118,4,11,2014,1
52,2014-11-05,180,5,11,2014,2
52,2014-11-06,113,6,11,2014,3
52,2014-11-07,144,7,11,2014,4
52,2014-11-08,86,8,11,2014,5
52,2014-11-09,27,9,11,2014,6
52,2014-11-10,78,10,11,2014,0
52,2014-11-11,74,11,11,2014,1
52,2014-11-12,176,12,11,2014,2
52,2014-11-13,115,13,11,2014,3
52,2014-11-14,119,14,11,2014,4
52,2014-11-15,54,15,11,2014,5
52,2014-11-16,52,16,11,2014,6
52,2014-11-17,107,17,11,2014,0
52,2014-11-18,125,18,11,2014,1
52,2014-11-19,120,19,11,2014,2
52,2014-11-20,136,20,11,2014,3
52,2014-11-21,88,21,11,2014,4
52,2014-11-22,82,22,11,2014,5
52,2014-11-23,44,23,11,2014,6
52,2014-11-24,115,24,11,2014,0
52,2014-11-25,110,25,11,2014,1
52,2014-11-26,56,26,11,2014,2
52,2014-11-27,119,27,11,2014,3
52,2014-11-28,123,28,11,2014,4
52,2014-11-29,53,29,11,2014,5
52,2014-11-30,34,30,11,2014,6
52,2014-12-01,121,1,12,2014,0
52,2014-12-02,98,2,12,2014,1
52,2014-12-03,89,3,12,2014,2
52,2014-12-04,72,4,12,2014,3
52,2014-12-05,92,5,12,2014,4
52,2014-12-06,42,6,12,2014,5
52,2014-12-07,20,7,12,2014,6
52,2014-12-08,69,8,12,2014,0
52,2014-12-09,64,9,12,2014,1
52,2014-12-10,80,10,12,2014,2
52,2014-12-11,104,11,12,2014,3
52,2014-12-12,94,12,12,2014,4
52,2014-12-13,47,13,12,2014,5
52,2014-12-14,28,14,12,2014,6
52,2014-12-15,204,15,12,2014,0
52,2014-12-16,172,16,12,2014,1
52,2014-12-17,138,17,12,2014,2
52,2014-12-18,156,18,12,2014,3
52,2014-12-19,186,19,12,2014,4
52,2014-12-20,99,20,12,2014,5
52,2014-12-21,10,21,12,2014,6
52,2014-12-22,124,22,12,2014,0
52,2014-12-23,173,23,12,2014,1
52,2014-12-24,29,24,12,2014,2
52,2014-12-25,6,25,12,2014,3
52,2014-12-26,61,26,12,2014,4
52,2014-12-27,12,27,12,2014,5
52,2014-12-28,8,28,12,2014,6
52,2014-12-29,91,29,12,2014,0
52,2014-12-30,73,30,12,2014,1
52,2014-12-31,31,31,12,2014,2
52,2015-01-01,8,1,1,2015,3
52,2015-01-02,67,2,1,2015,4
52,2015-01-03,14,3,1,2015,5
52,2015-01-04,3,4,1,2015,6
52,2015-01-05,53,5,1,2015,0
52,2015-01-06,26,6,1,2015,1
52,2015-01-07,45,7,1,2015,2
52,2015-01-08,109,8,1,2015,3
52,2015-01-09,78,9,1,2015,4
52,2015-01-10,94,10,1,2015,5
52,2015-01-11,68,11,1,2015,6
52,2015-01-12,221,12,1,2015,0
52,2015-01-13,385,13,1,2015,1
52,2015-01-14,231,14,1,2015,2
52,2015-01-15,300,15,1,2015,3
52,2015-01-16,276,16,1,2015,4
52,2015-01-17,176,17,1,2015,5
52,2015-01-18,60,18,1,2015,6
52,2015-01-19,245,19,1,2015,0
52,2015-01-20,253,20,1,2015,1
52,2015-01-21,262,21,1,2015,2
52,2015-01-22,240,22,1,2015,3
52,2015-01-23,222,23,1,2015,4
52,2015-01-24,110,24,1,2015,5
52,2015-01-25,84,25,1,2015,6
52,2015-01-26,144,26,1,2015,0
52,2015-01-27,73,27,1,2015,1
52,2015-01-28,162,28,1,2015,2
52,2015-01-29,141,29,1,2015,3
52,2015-01-30,112,30,1,2015,4
52,2015-01-31,73,31,1,2015,5
52,2015-02-01,71,1,2,2015,6
52,2015-02-02,22,2,2,2015,0
52,2015-02-03,122,3,2,2015,1
52,2015-02-04,119,4,2,2015,2
52,2015-02-05,165,5,2,2015,3
52,2015-02-06,118,6,2,2015,4
52,2015-02-07,97,7,2,2015,5
52,2015-02-08,73,8,2,2015,6
52,2015-02-09,114,9,2,2015,0
52,2015-02-10,173,10,2,2015,1
52,2015-02-11,110,11,2,2015,2
52,2015-02-12,155,12,2,2015,3
52,2015-02-13,120,13,2,2015,4
52,2015-02-14,47,14,2,2015,5
52,2015-02-15,33,15,2,2015,6
52,2015-02-16,104,16,2,2015,0
52,2015-02-17,123,17,2,2015,1
52,2015-02-18,119,18,2,2015,2
52,2015-02-19,90,19,2,2015,3
52,2015-02-20,94,20,2,2015,4
52,2015-02-21,30,21,2,2015,5
52,2015-02-22,37,22,2,2015,6
52,2015-02-23,87,23,2,2015,0
52,2015-02-24,141,24,2,2015,1
52,2015-02-25,161,25,2,2015,2
52,2015-02-26,138,26,2,2015,3
52,2015-02-27,124,27,2,2015,4
52,2015-02-28,56,28,2,2015,5
52,2015-03-01,25,1,3,2015,6
52,2015-03-02,107,2,3,2015,0
52,2015-03-03,125,3,3,2015,1
52,2015-03-04,117,4,3,2015,2
52,2015-03-05,30,5,3,2015,3
52,2015-03-06,84,6,3,2015,4
52,2015-03-07,63,7,3,2015,5
52,2015-03-08,35,8,3,2015,6
52,2015-03-09,186,9,3,2015,0
52,2015-03-10,177,10,3,2015,1
52,2015-03-11,185,11,3,2015,2
52,2015-03-12,160,12,3,2015,3
52,2015-03-13,97,13,3,2015,4
52,2015-03-14,72,14,3,2015,5
52,2015-03-15,46,15,3,2015,6
52,2015-03-16,127,16,3,2015,0
52,2015-03-17,124,17,3,2015,1
52,2015-03-18,116,18,3,2015,2
52,2015-03-19,116,19,3,2015,3
52,2015-03-20,98,20,3,2015,4
52,2015-03-21,75,21,3,2015,5
52,2015-03-22,54,22,3,2015,6
52,2015-03-23,127,23,3,2015,0
52,2015-03-24,103,24,3,2015,1
52,2015-03-25,121,25,3,2015,2
52,2015-03-26,141,26,3,2015,3
52,2015-03-27,140,27,3,2015,4
52,2015-03-28,88,28,3,2015,5
52,2015-03-29,66,29,3,2015,6
52,2015-03-30,75,30,3,2015,0
52,2015-03-31,122,31,3,2015,1
52,2015-04-01,109,1,4,2015,2
52,2015-04-02,58,2,4,2015,3
52,2015-04-03,86,3,4,2015,4
52,2015-04-04,74,4,4,2015,5
52,2015-04-05,42,5,4,2015,6
52,2015-04-06,135,6,4,2015,0
52,2015-04-07,109,7,4,2015,1
52,2015-04-08,114,8,4,2015,2
52,2015-04-09,113,9,4,2015,3
52,2015-04-10,98,10,4,2015,4
52,2015-04-11,58,11,4,2015,5
52,2015-04-12,41,12,4,2015,6
52,2015-04-13,129,13,4,2015,0
52,2015-04-14,151,14,4,2015,1
52,2015-04-15,128,15,4,2015,2
52,2015-04-16,144,16,4,2015,3
52,2015-04-17,116,17,4,2015,4
52,2015-04-18,102,18,4,2015,5
52,2015-04-19,37,19,4,2015,6
52,2015-04-20,88,20,4,2015,0
52,2015-04-21,106,21,4,2015,1
52,2015-04-22,110,22,4,2015,2
52,2015-04-23,105,23,4,2015,3
52,2015-04-24,125,24,4,2015,4
52,2015-04-25,81,25,4,2015,5
52,2015-04-26,59,26,4,2015,6
52,2015-04-27,148,27,4,2015,0
52,2015-04-28,145,28,4,2015,1
52,2015-04-29,147,29,4,2015,2
52,2015-04-30,109,30,4,2015,3
52,2015-05-01,109,1,5,2015,4
52,2015-05-02,87,2,5,2015,5
52,2015-05-03,62,3,5,2015,6
52,2015-05-04,116,4,5,2015,0
52,2015-05-05,181,5,5,2015,1
52,2015-05-06,124,6,5,2015,2
52,2015-05-07,127,7,5,2015,3
52,2015-05-08,109,8,5,2015,4
52,2015-05-09,98,9,5,2015,5
52,2015-05-10,23,10,5,2015,6
52,2015-05-11,101,11,5,2015,0
52,2015-05-12,123,12,5,2015,1
52,2015-05-13,114,13,5,2015,2
52,2015-05-14,106,14,5,2015,3
52,2015-05-15,132,15,5,2015,4
52,2015-05-16,87,16,5,2015,5
52,2015-05-17,20,17,5,2015,6
52,2015-05-18,147,18,5,2015,0
52,2015-05-19,153,19,5,2015,1
52,2015-05-20,129,20,5,2015,2
52,2015-05-21,148,21,5,2015,3
52,2015-05-22,122,22,5,2015,4
52,2015-05-23,69,23,5,2015,5
52,2015-05-24,30,24,5,2015,6
52,2015-05-25,29,25,5,2015,0
52,2015-05-26,133,26,5,2015,1
52,2015-05-27,128,27,5,2015,2
52,2015-05-28,132,28,5,2015,3
52,2015-05-29,155,29,5,2015,4
52,2015-05-30,68,30,5,2015,5
52,2015-05-31,29,31,5,2015,6
52,2015-06-01,120,1,6,2015,0
52,2015-06-02,95,2,6,2015,1
52,2015-06-03,151,3,6,2015,2
52,2015-06-04,192,4,6,2015,3
52,2015-06-05,94,5,6,2015,4
52,2015-06-06,65,6,6,2015,5
52,2015-06-07,52,7,6,2015,6
52,2015-06-08,133,8,6,2015,0
52,2015-06-09,103,9,6,2015,1
52,2015-06-10,97,10,6,2015,2
52,2015-06-11,117,11,6,2015,3
52,2015-06-12,134,12,6,2015,4
52,2015-06-13,106,13,6,2015,5
52,2015-06-14,55,14,6,2015,6
52,2015-06-15,133,15,6,2015,0
52,2015-06-16,165,16,6,2015,1
52,2015-06-17,99,17,6,2015,2
52,2015-06-18,159,18,6,2015,3
52,2015-06-19,172,19,6,2015,4
52,2015-06-20,156,20,6,2015,5
52,2015-06-21,52,21,6,2015,6
52,2015-06-22,148,22,6,2015,0
52,2015-06-23,188,23,6,2015,1
52,2015-06-24,132,24,6,2015,2
52,2015-06-25,254,25,6,2015,3
52,2015-06-26,291,26,6,2015,4
52,2015-06-27,109,27,6,2015,5
52,2015-06-28,53,28,6,2015,6
52,2015-06-29,225,29,6,2015,0
52,2015-06-30,236,30,6,2015,1
52,2015-07-01,123,1,7,2015,2
52,2015-07-02,86,2,7,2015,3
52,2015-07-03,47,3,7,2015,4
52,2015-07-04,31,4,7,2015,5
52,2015-07-05,20,5,7,2015,6
52,2015-07-06,106,6,7,2015,0
52,2015-07-07,103,7,7,2015,1
52,2015-07-08,137,8,7,2015,2
52,2015-07-09,80,9,7,2015,3
52,2015-07-10,82,10,7,2015,4
52,2015-07-11,78,11,7,2015,5
52,2015-07-12,41,12,7,2015,6
52,2015-07-13,165,13,7,2015,0
52,2015-07-14,132,14,7,2015,1
52,2015-07-15,118,15,7,2015,2
52,2015-07-16,128,16,7,2015,3
52,2015-07-17,88,17,7,2015,4
52,2015-07-18,76,18,7,2015,5
52,2015-07-19,65,19,7,2015,6
52,2015-07-20,159,20,7,2015,0
52,2015-07-21,121,21,7,2015,1
52,2015-07-22,124,22,7,2015,2
52,2015-07-23,146,23,7,2015,3
52,2015-07-24,156,24,7,2015,4
52,2015-07-25,92,25,7,2015,5
52,2015-07-26,39,26,7,2015,6
52,2015-07-27,136,27,7,2015,0
52,2015-07-28,129,28,7,2015,1
52,2015-07-29,123,29,7,2015,2
52,2015-07-30,148,30,7,2015,3
52,2015-07-31,100,31,7,2015,4
52,2015-08-01,78,1,8,2015,5
52,2015-08-02,38,2,8,2015,6
52,2015-08-03,129,3,8,2015,0
52,2015-08-04,93,4,8,2015,1
52,2015-08-05,98,5,8,2015,2
52,2015-08-06,109,6,8,2015,3
52,2015-08-07,121,7,8,2015,4
52,2015-08-08,79,8,8,2015,5
52,2015-08-09,50,9,8,2015,6
52,2015-08-10,138,10,8,2015,0
52,2015-08-11,117,11,8,2015,1
52,2015-08-12,107,12,8,2015,2
52,2015-08-13,143,13,8,2015,3
52,2015-08-14,134,14,8,2015,4
52,2015-08-15,83,15,8,2015,5
52,2015-08-16,33,16,8,2015,6
52,2015-08-17,168,17,8,2015,0
52,2015-08-18,128,18,8,2015,1
52,2015-08-19,145,19,8,2015,2
52,2015-08-20,152,20,8,2015,3
52,2015-08-21,138,21,8,2015,4
52,2015-08-22,67,22,8,2015,5
52,2015-08-23,43,23,8,2015,6
52,2015-08-24,176,24,8,2015,0
52,2015-08-25,122,25,8,2015,1
52,2015-08-26,100,26,8,2015,2
52,2015-08-27,113,27,8,2015,3
52,2015-08-28,174,28,8,2015,4
52,2015-08-29,92,29,8,2015,5
52,2015-08-30,41,30,8,2015,6
52,2015-08-31,158,31,8,2015,0
52,2015-09-01,116,1,9,2015,1
52,2015-09-02,128,2,9,2015,2
52,2015-09-03,170,3,9,2015,3
52,2015-09-04,126,4,9,2015,4
52,2015-09-05,70,5,9,2015,5
52,2015-09-06,47,6,9,2015,6
52,2015-09-07,79,7,9,2015,0
52,2015-09-08,168,8,9,2015,1
52,2015-09-09,129,9,9,2015,2
52,2015-09-10,145,10,9,2015,3
52,2015-09-11,137,11,9,2015,4
52,2015-09-12,91,12,9,2015,5
52,2015-09-13,42,13,9,2015,6
52,2015-09-14,106,14,9,2015,0
52,2015-09-15,151,15,9,2015,1
52,2015-09-16,140,16,9,2015,2
52,2015-09-17,126,17,9,2015,3
52,2015-09-18,135,18,9,2015,4
52,2015-09-19,63,19,9,2015,5
52,2015-09-20,33,20,9,2015,6
52,2015-09-21,138,21,9,2015,0
52,2015-09-22,119,22,9,2015,1
52,2015-09-23,91,23,9,2015,2
52,2015-09-24,110,24,9,2015,3
52,2015-09-25,85,25,9,2015,4
52,2015-09-26,71,26,9,2015,5
52,2015-09-27,42,27,9,2015,6
52,2015-09-28,139,28,9,2015,0
52,2015-09-29,128,29,9,2015,1
52,2015-09-30,105,30,9,2015,2
52,2015-10-01,179,1,10,2015,3
52,2015-10-02,98,2,10,2015,4
52,2015-10-03,74,3,10,2015,5
52,2015-10-04,40,4,10,2015,6
52,2015-10-05,138,5,10,2015,0
52,2015-10-06,110,6,10,2015,1
52,2015-10-07,147,7,10,2015,2
52,2015-10-08,145,8,10,2015,3
52,2015-10-09,151,9,10,2015,4
52,2015-10-10,52,10,10,2015,5
52,2015-10-11,19,11,10,2015,6
52,2015-10-12,102,12,10,2015,0
52,2015-10-13,165,13,10,2015,1
52,2015-10-14,123,14,10,2015,2
52,2015-10-15,131,15,10,2015,3
52,2015-10-16,117,16,10,2015,4
52,2015-10-17,94,17,10,2015,5
52,2015-10-18,20,18,10,2015,6
52,2015-10-19,147,19,10,2015,0
52,2015-10-20,158,20,10,2015,1
52,2015-10-21,115,21,10,2015,2
52,2015-10-22,140,22,10,2015,3
52,2015-10-23,123,23,10,2015,4
52,2015-10-24,87,24,10,2015,5
52,2015-10-25,57,25,10,2015,6
52,2015-10-26,133,26,10,2015,0
52,2015-10-27,117,27,10,2015,1
52,2015-10-28,97,28,10,2015,2
52,2015-10-29,134,29,10,2015,3
52,2015-10-30,131,30,10,2015,4
52,2015-10-31,99,31,10,2015,5
52,2015-11-01,59,1,11,2015,6
52,2015-11-02,126,2,11,2015,0
52,2015-11-03,105,3,11,2015,1
52,2015-11-04,131,4,11,2015,2
52,2015-11-05,104,5,11,2015,3
52,2015-11-06,112,6,11,2015,4
52,2015-11-07,73,7,11,2015,5
52,2015-11-08,35,8,11,2015,6
52,2015-11-09,124,9,11,2015,0
52,2015-11-10,90,10,11,2015,1
52,2015-11-11,96,11,11,2015,2
52,2015-11-12,113,12,11,2015,3
52,2015-11-13,129,13,11,2015,4
52,2015-11-14,85,14,11,2015,5
52,2015-11-15,32,15,11,2015,6
52,2015-11-16,100,16,11,2015,0
52,2015-11-17,104,17,11,2015,1
52,2015-11-18,98,18,11,2015,2
52,2015-11-19,71,19,11,2015,3
52,2015-11-20,84,20,11,2015,4
52,2015-11-21,81,21,11,2015,5
52,2015-11-22,32,22,11,2015,6
52,2015-11-23,102,23,11,2015,0
52,2015-11-24,127,24,11,2015,1
52,2015-11-25,125,25,11,2015,2
52,2015-11-26,32,26,11,2015,3
52,2015-11-27,129,27,11,2015,4
52,2015-11-28,97,28,11,2015,5
52,2015-11-29,37,29,11,2015,6
52,2015-11-30,126,30,11,2015,0
52,2015-12-01,82,1,12,2015,1
52,2015-12-02,96,2,12,2015,2
52,2015-12-03,131,3,12,2015,3
52,2015-12-04,87,4,12,2015,4
52,2015-12-05,51,5,12,2015,5
52,2015-12-06,46,6,12,2015,6
52,2015-12-07,106,7,12,2015,0
52,2015-12-08,78,8,12,2015,1
52,2015-12-09,101,9,12,2015,2
52,2015-12-10,83,10,12,2015,3
52,2015-12-11,94,11,12,2015,4
52,2015-12-12,66,12,12,2015,5
52,2015-12-13,55,13,12,2015,6
52,2015-12-14,93,14,12,2015,0
52,2015-12-15,93,15,12,2015,1
52,2015-12-16,91,16,12,2015,2
52,2015-12-17,65,17,12,2015,3
52,2015-12-18,87,18,12,2015,4
52,2015-12-19,117,19,12,2015,5
52,2015-12-20,30,20,12,2015,6
52,2015-12-21,129,21,12,2015,0
52,2015-12-22,99,22,12,2015,1
52,2015-12-23,67,23,12,2015,2
52,2015-12-24,70,24,12,2015,3
52,2015-12-25,11,25,12,2015,4
52,2015-12-26,69,26,12,2015,5
52,2015-12-27,26,27,12,2015,6
52,2015-12-28,70,28,12,2015,0
52,2015-12-29,82,29,12,2015,1
52,2015-12-30,82,30,12,2015,2
52,2015-12-31,69,31,12,2015,3
52,2016-01-01,65,1,1,2016,4
52,2016-01-02,76,2,1,2016,5
52,2016-01-03,27,3,1,2016,6
52,2016-01-04,92,4,1,2016,0
52,2016-01-05,113,5,1,2016,1
52,2016-01-06,131,6,1,2016,2
52,2016-01-07,115,7,1,2016,3
52,2016-01-08,79,8,1,2016,4
52,2016-01-09,67,9,1,2016,5
52,2016-01-10,30,10,1,2016,6
52,2016-01-11,106,11,1,2016,0
52,2016-01-12,107,12,1,2016,1
52,2016-01-13,89,13,1,2016,2
52,2016-01-14,133,14,1,2016,3
52,2016-01-15,100,15,1,2016,4
52,2016-01-16,104,16,1,2016,5
52,2016-01-17,61,17,1,2016,6
52,2016-01-18,55,18,1,2016,0
52,2016-01-19,122,19,1,2016,1
52,2016-01-20,104,20,1,2016,2
52,2016-01-21,120,21,1,2016,3
52,2016-01-22,153,22,1,2016,4
52,2016-01-23,5,23,1,2016,5
52,2016-01-24,14,24,1,2016,6
52,2016-01-25,48,25,1,2016,0
52,2016-01-26,54,26,1,2016,1
52,2016-01-27,115,27,1,2016,2
52,2016-01-28,130,28,1,2016,3
52,2016-01-29,117,29,1,2016,4
52,2016-01-30,67,30,1,2016,5
52,2016-01-31,50,31,1,2016,6
52,2016-02-01,165,1,2,2016,0
52,2016-02-02,133,2,2,2016,1
52,2016-02-03,114,3,2,2016,2
52,2016-02-04,118,4,2,2016,3
52,2016-02-05,98,5,2,2016,4
52,2016-02-06,107,6,2,2016,5
52,2016-02-07,37,7,2,2016,6
52,2016-02-08,97,8,2,2016,0
52,2016-02-09,148,9,2,2016,1
52,2016-02-10,100,10,2,2016,2
52,2016-02-11,74,11,2,2016,3
52,2016-02-12,97,12,2,2016,4
52,2016-02-13,98,13,2,2016,5
52,2016-02-14,73,14,2,2016,6
52,2016-02-15,85,15,2,2016,0
52,2016-02-16,103,16,2,2016,1
52,2016-02-17,128,17,2,2016,2
52,2016-02-18,102,18,2,2016,3
52,2016-02-19,123,19,2,2016,4
52,2016-02-20,100,20,2,2016,5
52,2016-02-21,37,21,2,2016,6
52,2016-02-22,118,22,2,2016,0
52,2016-02-23,111,23,2,2016,1
52,2016-02-24,80,24,2,2016,2
52,2016-02-25,133,25,2,2016,3
52,2016-02-26,159,26,2,2016,4
52,2016-02-27,89,27,2,2016,5
52,2016-02-28,46,28,2,2016,6
52,2016-02-29,117,29,2,2016,0
52,2016-03-01,146,1,3,2016,1
52,2016-03-02,160,2,3,2016,2
52,2016-03-03,100,3,3,2016,3
52,2016-03-04,132,4,3,2016,4
52,2016-03-05,75,5,3,2016,5
52,2016-03-06,34,6,3,2016,6
52,2016-03-07,138,7,3,2016,0
